window_start,window_end,window_center,corn_mean,corn_std,corn_skew,corn_kurtosis,temp_mean,temp_std,temp_skew,temp_kurtosis,volatility,corr_price_temp,precip_mean,transition_date
2014-01-23,2014-06-02,2014-03-28,476.90277777777777,25.224071525669384,-0.4132277884986532,-1.0416987806308813,3.591666666666667,11.73763573709072,-0.3503084674131296,-0.6334512027949333,0.0119797734473289,0.6520947320956199,2.071111111111111,2014-03-07
2014-07-16,2014-11-19,2014-09-18,354.0305555555556,16.106641965916648,-0.3695347204621156,-0.6701438682245673,15.898888888888887,8.415251596103223,-1.1759602916665195,1.2523140118547378,0.015968521474017,-0.2936793557006203,2.5955555555555554,2014-10-09
2014-08-27,2015-01-05,2014-10-30,363.9555555555556,26.400799532969167,0.2515334918018508,-0.8424633775249091,7.5572222222222205,10.34845849974038,-0.2242882421742196,-0.9752003681573148,0.0166538176982062,-0.7554205299570623,2.697777777777778,2014-10-09
2015-01-06,2015-05-14,2015-03-12,379.1444444444445,10.99738080268892,-0.2999788651067679,-0.2978611716595059,2.645,11.064715276829467,-0.3651403243690815,-0.984041848372819,0.0131993418726201,-0.5942190697152973,1.7055555555555553,2015-04-02
2015-02-19,2015-06-26,2015-04-24,370.59722222222223,12.154303720856513,0.1144018529948464,-1.105315168435555,11.458333333333334,9.936625730039166,-1.0037124530553696,0.5969724964598626,0.0128519063458175,-0.6221206254956522,3.765555555555556,2015-04-02
2015-04-02,2015-08-10,2015-06-08,376.15,22.519679284043537,1.1431227802491992,0.1441621851818464,18.677222222222227,5.485953263425544,-0.3647835156919168,-0.8785798502461493,0.0166877581648352,0.2919772986416009,4.771111111111111,2015-06-29
2015-05-15,2015-09-22,2015-07-21,375.56666666666666,22.93529613911196,1.1203286207439294,0.0855844108185164,21.49333333333333,3.7677758467643314,-0.8621738994608588,1.3152003586655452,0.0188661535505833,0.1867704106929149,5.096666666666668,2015-06-29
2015-06-29,2015-11-03,2015-09-01,383.25555555555553,20.03714870782705,0.7725594362536152,-0.0167048934437499,19.98111111111111,4.992880199258222,-0.7367703567401145,0.0782700938942104,0.0181253938971995,0.0321613623865651,3.55,2015-08-11
2016-03-16,2016-07-22,2016-05-19,380.7861111111111,26.237719468522105,0.3685475377476487,-0.529378925190537,17.483888888888888,7.367026551617328,-0.2099502360643067,-1.0289849762223895,0.0195261128419287,0.176647149644874,3.243333333333333,2016-06-10
2016-04-28,2016-09-02,2016-07-01,365.60277777777776,38.50984651636653,0.2427470905943212,-1.236423559125832,22.07277777777778,4.887620001176965,-0.8196227698671325,-0.0338974289591416,0.0187555957836883,-0.2890471948078136,3.393333333333333,2016-06-10
2016-06-10,2016-10-18,2016-08-15,345.3888888888889,30.722231252524335,1.6108612028793583,1.9935592677580871,22.892222222222223,4.37930469515239,-1.1269975486305948,1.3846350609728129,0.01873750223276,0.1519645396845568,3.914444444444444,2016-09-06
2016-07-25,2016-12-01,2016-09-27,335.975,12.780562071127097,-0.3152642504550681,-0.4731047066401816,17.996111111111112,7.023460796541069,-0.5180075849544037,-0.7239848472884081,0.0144409649982921,-0.5744223263750577,3.1855555555555557,2016-09-06
2016-09-06,2017-01-17,2016-11-09,345.72777777777776,10.466482381068078,-0.7288041401092632,-0.0423295966095951,8.69,10.906861050619838,-0.2330925822013208,-0.9465590581022938,0.0141918605573073,-0.630883794067805,2.118888888888889,2016-10-19
2016-12-02,2017-04-12,2017-02-08,361.3888888888889,8.090265956440652,-0.239957841863438,-0.2362512052552108,1.462222222222222,6.846373234561227,-0.093653157375257,-0.6885968106004126,0.0110836347582331,0.2993100781740669,1.751111111111111,2017-03-02
2017-01-18,2017-05-25,2017-03-23,365.025,5.681387164448446,0.1215334646575325,-0.7334984580468267,7.667222222222222,7.453587331437514,-0.0491450280813764,-0.4535922294405097,0.0115308754224832,-0.0285368298342526,2.7144444444444447,2017-03-02
2017-03-02,2017-07-10,2017-05-05,367.0583333333333,8.55287996045645,0.6939912468999927,-0.1358545697000668,14.679444444444446,8.405472048733934,-0.246078343249989,-0.4887735483728068,0.0125550557744978,0.5547170803279767,3.031111111111111,2017-04-13
2017-04-13,2017-08-21,2017-06-19,368.8722222222222,9.674567351215686,0.3089514034553223,-0.3765337914085416,20.819444444444443,5.948792222071072,-0.5626772152570497,-0.301466017464659,0.0153339802070919,0.4256529613569677,3.205555555555556,2017-05-26
2017-07-11,2017-11-14,2017-09-13,354.0111111111111,12.76312450249418,0.9662093366436894,0.5088825888647319,18.39388888888889,8.147432999534125,-0.9162550822029172,-0.0123540521588632,0.0136470781653471,0.4791052456159864,2.408888888888889,2017-10-04
2017-08-22,2017-12-28,2017-10-25,345.5833333333333,5.783548927972097,-0.432708573818367,-0.6882268170857384,10.62722222222222,10.09514612788348,-0.2930479099222483,-0.6556074882995779,0.0102232170489396,0.0762741306763524,1.4144444444444444,2017-10-04
2017-10-04,2018-02-12,2017-12-07,348.84444444444443,7.257558804463778,0.2992514977865779,-0.0391253200932206,1.2166666666666663,9.70235984268023,-0.265926341703931,-0.564229495032758,0.0080540624954413,-0.376950880624132,1.0788888888888892,2017-11-15
2018-02-13,2018-06-21,2018-04-19,382.5472222222222,12.49184534255936,-0.1638064974372145,-0.4110775199838135,11.104444444444445,10.372209640860405,0.040741428997273,-1.398007741431611,0.011648599228025,0.2564024103707747,3.6666666666666665,2018-05-10
2018-03-28,2018-08-03,2018-06-01,374.5944444444444,20.645400288167743,-0.3552568447525656,-1.0443469407132555,18.726666666666667,8.597968795926764,-1.1496315355719668,0.2789663485906728,0.0145937282053333,-0.4368956078607534,3.2988888888888885,2018-05-10
2018-05-10,2018-09-17,2018-07-16,363.4472222222222,20.053212022565678,0.6906360400008521,-0.4559173901203825,23.321666666666665,2.953944705955529,-0.0921912198909695,-0.129140098423099,0.0155259889813498,-0.3133357574395413,3.488888888888889,2018-06-22
2018-06-22,2018-10-29,2018-08-27,356.84444444444443,11.312813269470713,-0.3309207717445197,-0.7945456277340752,20.22111111111111,6.389325621505603,-0.955682833615248,-0.0098961857781785,0.0146029380359626,-0.6077643521883311,3.921111111111111,2018-09-18
2018-08-06,2018-12-12,2018-10-09,362.23333333333335,9.943435528647004,-0.7861447683406486,-0.0863376030689706,12.139444444444448,10.52427235853644,-0.2502767865272298,-1.297434147300761,0.011739596546339,-0.5614844642491842,3.815555555555555,2018-09-18
2018-10-30,2019-03-14,2019-01-09,371.56666666666666,7.709599298816677,-0.650683467278929,-0.597466915440402,-3.8566666666666665,7.455697617680865,-0.3779672408646322,0.3947593291885609,0.0082664811864682,-0.1537523483805342,1.6622222222222225,2019-01-31
2018-12-13,2019-04-26,2019-02-22,370.26666666666665,9.437092129738298,-0.6669110289415734,-0.7118142610146556,-0.8711111111111112,9.75088004607322,-0.248819337582696,-0.5883709096011409,0.0101297790315764,-0.4492773553175541,1.9244444444444444,2019-01-31
2019-01-31,2019-06-10,2019-04-05,372.8944444444445,20.94280526540128,1.31394178706457,1.1381585855250478,5.657777777777777,11.594794723028242,-0.5320775934208822,-0.7156186011429959,0.014353431855824,0.2959069016882198,3.3766666666666665,2019-03-15
2019-03-15,2019-07-23,2019-05-20,395.375,36.1728304909961,0.1597938116444807,-1.5787826173931976,16.255,7.3471122891081535,0.004816399948519,-0.9398060729136728,0.0173822510884284,0.7557898577381981,3.8055555555555554,2019-04-29
2019-04-29,2019-09-04,2019-07-02,401.47222222222223,34.2675249276799,-0.2196014688896923,-1.3870678457187744,20.793888888888887,5.090743018646456,-0.5960568451645206,-0.0492145278772673,0.019810577159225,0.4591485369483106,4.107777777777778,2019-06-11
2019-06-11,2019-10-16,2019-08-14,397.725,33.51967915194652,0.0695432665070532,-1.299817901020869,21.83333333333333,5.076748052298524,-1.1401004462877455,1.5457446614807535,0.0192793270752105,0.0830666596819169,4.046666666666667,2019-09-05
2019-07-24,2019-11-27,2019-09-26,378.5777777777778,18.574389023343727,0.2186555147397584,-0.4102507855807706,14.829444444444444,10.247712527556612,-0.6170720017491103,-0.7763998029605839,0.0163623236789801,-0.0751898234002638,3.5800000000000005,2019-09-05
2019-09-05,2020-01-13,2019-11-07,377.9,12.954642133574698,-0.8298117877402864,0.2490221665649632,7.247777777777778,10.203502128210662,0.5646544690174247,-0.6723949050064686,0.0143484572856609,-0.2892102380421353,2.93,2019-11-29
2019-10-17,2020-02-26,2019-12-20,380.25555555555553,8.545316886992904,-0.5460362450211287,-0.7284875805731668,-0.7961111111111109,5.877323722989825,-0.2838070017427906,0.367599406482717,0.0117201200723521,0.0792742720361536,1.29,2019-11-29
2020-01-14,2020-05-21,2020-03-19,351.14166666666665,29.206405379103728,-0.0999908977518414,-1.6170490134485134,4.437777777777778,8.526074715976982,-0.3399602514281643,-0.5346939040599148,0.0139941171268557,-0.7703137322589256,2.2544444444444443,2020-04-09
2020-02-27,2020-07-06,2020-05-01,333.4138888888889,20.06531333703409,1.1182746949319864,0.5196941455669792,13.762777777777776,8.039514635103288,-0.0305775807664714,-1.141260927154402,0.0145226160911075,-0.4078070208649617,3.3855555555555554,2020-04-09
2020-04-09,2020-08-17,2020-06-15,323.4527777777778,10.11957265027628,0.5037389600678392,0.2625849911056068,19.45277777777778,7.027247775507636,-1.079227872387559,0.428472325912121,0.0139441461351052,0.3838913978205779,3.125555555555556,2020-05-22
2021-03-24,2021-07-30,2021-05-27,640.9722222222222,64.4704601423109,0.0107613385158333,-1.0140734596521213,18.37944444444444,7.780080783080656,-0.5257382556330149,-0.8117461125060728,0.0323197843723752,0.0807473079446611,2.594444444444445,2021-06-18
2021-05-06,2021-09-13,2021-07-12,615.5055555555556,73.41175029345483,0.1533406247113815,-1.112057077505415,22.99944444444445,4.8467729009165135,-0.9922106611491422,0.7718921469399049,0.0305255301992005,-0.4543817069685951,2.6866666666666665,2021-06-18
2021-06-18,2021-10-25,2021-08-23,564.4638888888888,56.383612363288535,1.310452691027063,0.5724716202440776,22.421111111111117,4.871898193721572,-1.0024148228293,1.2955571812848683,0.0268076895586337,0.2449054869101697,2.415555555555556,2021-08-02
2022-06-01,2022-10-07,2022-08-05,682.7611111111111,61.29484039807688,0.0084854035308754,-1.1236093431924934,22.46388888888889,4.296837272845384,-0.7428986936612942,0.5621940391727049,0.0237387042080283,-0.06532670511623,2.8977777777777787,2022-08-26
2022-07-15,2022-11-18,2022-09-19,657.6888888888889,36.06587899892424,-0.8148865399691,-0.5301483793529207,17.41944444444444,8.635820665362074,-1.0163802208638728,0.3920933894367384,0.014830489004076,-0.4541849721851094,1.5488888888888892,2022-08-26
2022-10-10,2023-02-16,2022-12-13,669.275,16.861799872606134,-0.7105181692099493,-0.041713852379094,1.3050000000000002,8.607124204904428,-0.0901281316684711,0.2113284407479705,0.0094620585988164,0.2570159506555675,1.96,2023-01-05
2022-11-21,2023-03-31,2023-01-27,657.0055555555556,19.218143704340932,-0.1885021211888779,-1.271561908318771,-0.9200000000000002,6.441908957074444,-0.9893889695191448,1.0885038635882929,0.0102740564055636,-0.3452712712497029,1.8833333333333333,2023-01-05
